Created,Occurrence,PoStcode,Sr_Num,Enq_Type
15-Oct-14,Noise Nuisance,LS26 0,2-734879041,Tenancy Breach
15-Oct-14,Noise Nuisance,LS14 1,2-734942410,LASBT ALMO
15-Oct-14,Noise Nuisance,LS16 6,2-734984456,Tenancy Breach
15-Oct-14,Noise Nuisance,LS8 2,2-735006229,LASBT Private
15-Oct-14,Noise Nuisance,LS6 1,2-735031643,LASBT Private
15-Oct-14,Noise Nuisance,LS10 2,2-735146851,Tenancy Breach
15-Oct-14,Noise Nuisance,LS28 6,2-734835900,Tenancy Breach
15-Oct-14,Noise Nuisance,LS26 0,2-734879041,Tenancy Breach
15-Oct-14,Noise Nuisance,LS14 1,2-734942410,LASBT ALMO
15-Oct-14,Noise Nuisance,LS16 6,2-734984456,Tenancy Breach
15-Oct-14,Noise Nuisance,LS8 2,2-735006229,LASBT Private
15-Oct-14,Noise Nuisance,LS6 1,2-735031643,LASBT Private
15-Oct-14,Noise Nuisance,LS10 2,2-735146851,Tenancy Breach
16-Oct-14,Noise Nuisance,LS8 1,2-735148998,LASBT Private
16-Oct-14,Noise Nuisance,LS6 2,2-735190721,LASBT Private
16-Oct-14,Noise Nuisance,LS28 7,2-735197098,Tenancy Breach
16-Oct-14,Noise Nuisance,LS18 5,2-735187683,LASBT Private
16-Oct-14,Noise Nuisance,LS19 7,2-735242685,LASBT ALMO
16-Oct-14,Noise Nuisance,LS6 2,2-735275967,LASBT Private
16-Oct-14,Noise Nuisance,LS10 3,2-735270169,Tenancy Breach
16-Oct-14,Noise Nuisance,LS9 9,2-735280320,LASBT Private
16-Oct-14,Noise Nuisance,LS16 7,2-735296898,LASBT ALMO
16-Oct-14,Noise Nuisance,LS4 2,2-735297514,LASBT Private
16-Oct-14,Noise Nuisance,LS18 5,2-735348385,Tenancy Breach
16-Oct-14,Noise Nuisance,LS14 1,2-735399101,LASBT Private
16-Oct-14,Noise Nuisance,LS10 3,2-735419206,LASBT Private
16-Oct-14,Noise Nuisance,LS8 1,2-735148998,LASBT Private
16-Oct-14,Noise Nuisance,LS6 2,2-735190721,LASBT Private
16-Oct-14,Noise Nuisance,LS28 7,2-735197098,Tenancy Breach
16-Oct-14,Noise Nuisance,LS18 5,2-735187683,LASBT Private
16-Oct-14,Noise Nuisance,LS19 7,2-735242685,LASBT ALMO
16-Oct-14,Noise Nuisance,LS6 2,2-735275967,LASBT Private
16-Oct-14,Noise Nuisance,LS10 3,2-735270169,Tenancy Breach
16-Oct-14,Noise Nuisance,LS9 9,2-735280320,LASBT Private
16-Oct-14,Noise Nuisance,LS16 7,2-735296898,LASBT ALMO
16-Oct-14,Noise Nuisance,LS4 2,2-735297514,LASBT Private
16-Oct-14,Noise Nuisance,LS18 5,2-735348385,Tenancy Breach
16-Oct-14,Noise Nuisance,LS14 1,2-735399101,LASBT Private
16-Oct-14,Noise Nuisance,LS10 3,2-735419206,LASBT Private
17-Oct-14,Noise Nuisance,LS6 1,2-735425801,LASBT Private
17-Oct-14,Noise Nuisance,LS17 6,2-735429949,Tenancy Breach
17-Oct-14,Noise Nuisance,LS27 8,2-735412262,LASBT Private
17-Oct-14,Noise Nuisance,LS25 1,2-735457049,LASBT Private
17-Oct-14,Noise Nuisance,LS11 7,2-735427998,LASBT Private
17-Oct-14,Noise Nuisance,LS17 5,2-735470108,LASBT ALMO
17-Oct-14,Noise Nuisance,LS7 2,2-735470336,LASBT Private
17-Oct-14,Noise Nuisance,LS22 5,2-735480403,LASBT Private
17-Oct-14,Noise Nuisance,LS10 3,2-735517006,Tenancy Breach
17-Oct-14,Noise Nuisance,LS17 5,2-735535805,LASBT ALMO
17-Oct-14,Noise Nuisance,LS10 4,2-735566762,LASBT Private
17-Oct-14,Noise Nuisance,LS7 3,2-735553424,LASBT Private
17-Oct-14,Noise Nuisance,LS12 5,2-735568899,LASBT Private
17-Oct-14,Noise Nuisance,LS9 6,2-735553628,LASBT ALMO
17-Oct-14,Noise Nuisance,LS11 8,2-735567231,LASBT ALMO
17-Oct-14,Noise Nuisance,LS3 1,2-735601849,LASBT Private
17-Oct-14,Noise Nuisance,LS6 1,2-735602073,LASBT Private
17-Oct-14,Noise Nuisance,LS6 1,2-735602247,LASBT Private
17-Oct-14,Noise Nuisance,LS11 7,2-735613147,LASBT Private
17-Oct-14,Noise Nuisance,LS5 3,2-735628745,LASBT Private
17-Oct-14,Noise Nuisance,LS15 0,2-735653682,Tenancy Breach
17-Oct-14,Noise Nuisance,LS6 1,2-735666425,LASBT Private
17-Oct-14,Noise Nuisance,LS9 7,2-735685977,LASBT Private
17-Oct-14,Noise Nuisance,LS6 1,2-735425801,LASBT Private
17-Oct-14,Noise Nuisance,LS17 6,2-735429949,Tenancy Breach
17-Oct-14,Noise Nuisance,LS27 8,2-735412262,LASBT Private
17-Oct-14,Noise Nuisance,LS25 1,2-735457049,LASBT Private
17-Oct-14,Noise Nuisance,LS11 7,2-735427998,LASBT Private
17-Oct-14,Noise Nuisance,LS17 5,2-735470108,LASBT ALMO
17-Oct-14,Noise Nuisance,LS7 2,2-735470336,LASBT Private
17-Oct-14,Noise Nuisance,LS22 5,2-735480403,LASBT Private
17-Oct-14,Noise Nuisance,LS10 3,2-735517006,Tenancy Breach
17-Oct-14,Noise Nuisance,LS17 5,2-735535805,LASBT ALMO
17-Oct-14,Noise Nuisance,LS10 4,2-735566762,LASBT Private
17-Oct-14,Noise Nuisance,LS7 3,2-735553424,LASBT Private
17-Oct-14,Noise Nuisance,LS12 5,2-735568899,LASBT Private
17-Oct-14,Noise Nuisance,LS9 6,2-735553628,LASBT ALMO
17-Oct-14,Noise Nuisance,LS11 8,2-735567231,LASBT ALMO
17-Oct-14,Noise Nuisance,LS3 1,2-735601849,LASBT Private
17-Oct-14,Noise Nuisance,LS6 1,2-735602073,LASBT Private
17-Oct-14,Noise Nuisance,LS6 1,2-735602247,LASBT Private
17-Oct-14,Noise Nuisance,LS11 7,2-735613147,LASBT Private
17-Oct-14,Noise Nuisance,LS5 3,2-735628745,LASBT Private
17-Oct-14,Noise Nuisance,LS15 0,2-735653682,Tenancy Breach
17-Oct-14,Noise Nuisance,LS6 1,2-735666425,LASBT Private
17-Oct-14,Noise Nuisance,LS14 6,2-735685977,LASBT Private
20-Oct-14,Noise Nuisance,LS4 2,2-735689260,LASBT Private
20-Oct-14,Noise Nuisance,LS7 2,2-735676649,Tenancy Breach
20-Oct-14,Noise Nuisance,LS6 2,2-735753476,LASBT Private
20-Oct-14,Noise Nuisance,NFA,2-735798860,LASBT Private
20-Oct-14,Noise Nuisance,NFA,2-735799028,LASBT Private
20-Oct-14,Noise Nuisance,LS6 1,2-735799332,LASBT Private
20-Oct-14,Noise Nuisance,LS9 7,2-735807571,Tenancy Breach
20-Oct-14,Noise Nuisance,LS6 3,2-735799633,LASBT Private
20-Oct-14,Noise Nuisance,LS4 2,2-735825785,LASBT Private
20-Oct-14,Noise Nuisance,LS4 2,2-735826037,LASBT Private
20-Oct-14,Noise Nuisance,LS13 1,2-735826200,LASBT Private
20-Oct-14,Noise Nuisance,LS14 1,2-735837235,Tenancy Breach
20-Oct-14,Noise Nuisance,LS10 3,2-735686389,Tenancy Breach
20-Oct-14,Noise Nuisance,LS16 8,2-735855891,LASBT ALMO
20-Oct-14,Noise Nuisance,LS20 9,2-735862356,Tenancy Breach
20-Oct-14,Noise Nuisance,LS26 8,2-735847459,LASBT Private
20-Oct-14,Noise Nuisance,LS20 9,2-735879861,Tenancy Breach
20-Oct-14,Noise Nuisance,LS5 3,2-735886780,LASBT Private
20-Oct-14,Noise Nuisance,LS13 2,2-735889294,Tenancy Breach
20-Oct-14,Noise Nuisance,LS4 2,2-735887284,LASBT Private
20-Oct-14,Noise Nuisance,LS14 1,2-735908295,Tenancy Breach
20-Oct-14,Noise Nuisance,LS26 8,2-735917830,Tenancy Breach
20-Oct-14,Noise Nuisance,LS12 2,2-735902411,Tenancy Breach
20-Oct-14,Noise Nuisance,LS9 8,2-735951018,LASBT Private
20-Oct-14,Noise Nuisance,LS7 3,2-735956294,Tenancy Breach
20-Oct-14,Noise Nuisance,LS11 5,2-735970803,LASBT ALMO
20-Oct-14,Noise Nuisance,LS6 2,2-735978152,LASBT Private
20-Oct-14,Noise Nuisance,LS6 1,2-735978497,LASBT Private
20-Oct-14,Noise Nuisance,LS6 1,2-735987882,LASBT Private
20-Oct-14,Noise Nuisance,LS6 4,2-735988074,LASBT Private
20-Oct-14,Noise Nuisance,LS21 2,2-735689260,LASBT Private
20-Oct-14,Noise Nuisance,LS7 2,2-735676649,Tenancy Breach
20-Oct-14,Noise Nuisance,LS6 2,2-735753476,LASBT Private
20-Oct-14,Noise Nuisance,NFA,2-735798860,LASBT Private
20-Oct-14,Noise Nuisance,NFA,2-735799028,LASBT Private
20-Oct-14,Noise Nuisance,LS6 1,2-735799332,LASBT Private
20-Oct-14,Noise Nuisance,LS9 7,2-735807571,Tenancy Breach
20-Oct-14,Noise Nuisance,LS6 3,2-735799633,LASBT Private
20-Oct-14,Noise Nuisance,LS4 2,2-735825785,LASBT Private
20-Oct-14,Noise Nuisance,LS4 2,2-735826037,LASBT Private
20-Oct-14,Noise Nuisance,LS13 1,2-735826200,LASBT Private
20-Oct-14,Noise Nuisance,LS14 1,2-735837235,Tenancy Breach
20-Oct-14,Noise Nuisance,LS10 3,2-735686389,Tenancy Breach
20-Oct-14,Noise Nuisance,LS16 8,2-735855891,LASBT ALMO
20-Oct-14,Noise Nuisance,LS20 9,2-735862356,Tenancy Breach
20-Oct-14,Noise Nuisance,LS26 8,2-735847459,LASBT Private
20-Oct-14,Noise Nuisance,LS20 9,2-735879861,Tenancy Breach
20-Oct-14,Noise Nuisance,LS5 3,2-735886780,LASBT Private
20-Oct-14,Noise Nuisance,LS13 2,2-735889294,Tenancy Breach
20-Oct-14,Noise Nuisance,LS4 2,2-735887284,LASBT Private
20-Oct-14,Noise Nuisance,LS14 1,2-735908295,Tenancy Breach
20-Oct-14,Noise Nuisance,LS26 8,2-735917830,Tenancy Breach
20-Oct-14,Noise Nuisance,LS12 2,2-735902411,Tenancy Breach
20-Oct-14,Noise Nuisance,LS9 8,2-735951018,LASBT Private
20-Oct-14,Noise Nuisance,LS7 3,2-735956294,Tenancy Breach
20-Oct-14,Noise Nuisance,LS11 5,2-735970803,LASBT ALMO
20-Oct-14,Noise Nuisance,LS6 2,2-735978152,LASBT Private
20-Oct-14,Noise Nuisance,LS6 1,2-735978497,LASBT Private
20-Oct-14,Noise Nuisance,LS6 1,2-735987882,LASBT Private
20-Oct-14,Noise Nuisance,LS6 4,2-735988074,LASBT Private
21-Oct-14,Noise Nuisance,LS6 1,2-736027179,LASBT Private
21-Oct-14,Noise Nuisance,LS16 7,2-736067926,LASBT Private
21-Oct-14,Noise Nuisance,LS6 1,2-736064113,LASBT Private
21-Oct-14,Noise Nuisance,LS17 5,2-736046660,LASBT Private
21-Oct-14,Noise Nuisance,LS7 2,2-736070583,Tenancy Breach
21-Oct-14,Noise Nuisance,LS9 6,2-736082421,Tenancy Breach
21-Oct-14,Noise Nuisance,LS9 6,2-736078448,LASBT Private
21-Oct-14,Noise Nuisance,LS13 3,2-736093450,LASBT Private
21-Oct-14,Noise Nuisance,LS14 5,2-736098625,LASBT Private
21-Oct-14,Noise Nuisance,LS6 3,2-736122876,LASBT ALMO
21-Oct-14,Noise Nuisance,LS3 1,2-736123194,LASBT Private
21-Oct-14,Noise Nuisance,LS9 6,2-736136016,LASBT Private
21-Oct-14,Noise Nuisance,LS6 1,2-736138936,LASBT Private
21-Oct-14,Noise Nuisance,LS7 1,2-736139249,LASBT Private
21-Oct-14,Noise Nuisance,LS6 3,2-736139518,LASBT Private
21-Oct-14,Noise Nuisance,LS6 1,2-736093750,LASBT Private
21-Oct-14,Noise Nuisance,LS9 6,2-736161375,LASBT ALMO
21-Oct-14,Noise Nuisance,LS20 9,2-736161664,LASBT Private
21-Oct-14,Noise Nuisance,LS9 6,2-736179556,LASBT Private
21-Oct-14,Noise Nuisance,LS11 6,2-736182225,LASBT Private
21-Oct-14,Noise Nuisance,LS15 8,2-736182289,LASBT Private
21-Oct-14,Noise Nuisance,LS27 7,2-736209764,Tenancy Breach
21-Oct-14,Noise Nuisance,LS16 6,2-736214507,LASBT Private
21-Oct-14,Noise Nuisance,LS13 2,2-736193695,Tenancy Breach
21-Oct-14,Noise Nuisance,LS7 2,2-736236931,Tenancy Breach
21-Oct-14,Noise Nuisance,LS6 3,2-736228406,LASBT Private
21-Oct-14,Noise Nuisance,LS6 3,2-736252800,LASBT Private
21-Oct-14,Noise Nuisance,LS20 9,2-736237419,Tenancy Breach
21-Oct-14,Noise Nuisance,LS17 6,2-736277789,LASBT Private
21-Oct-14,Noise Nuisance,LS6 1,2-736027179,LASBT Private
21-Oct-14,Noise Nuisance,LS16 7,2-736067926,LASBT Private
21-Oct-14,Noise Nuisance,LS6 1,2-736064113,LASBT Private
21-Oct-14,Noise Nuisance,LS17 5,2-736046660,LASBT Private
21-Oct-14,Noise Nuisance,LS7 2,2-736070583,Tenancy Breach
21-Oct-14,Noise Nuisance,LS9 6,2-736082421,Tenancy Breach
21-Oct-14,Noise Nuisance,LS9 6,2-736078448,LASBT Private
21-Oct-14,Noise Nuisance,LS13 3,2-736093450,LASBT Private
21-Oct-14,Noise Nuisance,LS14 5,2-736098625,LASBT Private
21-Oct-14,Noise Nuisance,LS6 3,2-736122876,LASBT ALMO
21-Oct-14,Noise Nuisance,LS3 1,2-736123194,LASBT Private
21-Oct-14,Noise Nuisance,LS9 6,2-736136016,LASBT Private
21-Oct-14,Noise Nuisance,LS6 1,2-736138936,LASBT Private
21-Oct-14,Noise Nuisance,LS7 1,2-736139249,LASBT Private
21-Oct-14,Noise Nuisance,LS6 3,2-736139518,LASBT Private
21-Oct-14,Noise Nuisance,LS6 1,2-736093750,LASBT Private
21-Oct-14,Noise Nuisance,LS9 6,2-736161375,LASBT ALMO
21-Oct-14,Noise Nuisance,LS20 9,2-736161664,LASBT Private
21-Oct-14,Noise Nuisance,LS9 6,2-736179556,LASBT Private
21-Oct-14,Noise Nuisance,LS11 6,2-736182225,LASBT Private
21-Oct-14,Noise Nuisance,LS15 8,2-736182289,LASBT Private
21-Oct-14,Noise Nuisance,LS27 7,2-736209764,Tenancy Breach
21-Oct-14,Noise Nuisance,LS16 6,2-736214507,LASBT Private
21-Oct-14,Noise Nuisance,LS13 2,2-736193695,Tenancy Breach
21-Oct-14,Noise Nuisance,LS7 2,2-736236931,Tenancy Breach
21-Oct-14,Noise Nuisance,LS6 3,2-736228406,LASBT Private
21-Oct-14,Noise Nuisance,LS6 3,2-736252800,LASBT Private
21-Oct-14,Noise Nuisance,LS20 9,2-736237419,Tenancy Breach
21-Oct-14,Noise Nuisance,LS17 6,2-736277789,LASBT Private
22-Oct-14,Noise Nuisance,LS10 4,2-736311311,LASBT Private
22-Oct-14,Noise Nuisance,LS27 8,2-736334382,LASBT Private
22-Oct-14,Noise Nuisance,LS27 0,2-736353576,LASBT Private
22-Oct-14,Noise Nuisance,LS9 8,2-736373924,LASBT ALMO
22-Oct-14,Noise Nuisance,LS14 1,2-736374259,LASBT ALMO
22-Oct-14,Noise Nuisance,LS9 0,2-736374399,LASBT ALMO
22-Oct-14,Noise Nuisance,LS17 6,2-736396850,Tenancy Breach
22-Oct-14,Noise Nuisance,LS7 4,2-736405313,Tenancy Breach
22-Oct-14,Noise Nuisance,LS8 5,2-736418641,LASBT Private
22-Oct-14,Noise Nuisance,LS6 2,2-736439033,LASBT Private
22-Oct-14,Noise Nuisance,LS12 1,2-736430548,LASBT Private
22-Oct-14,Noise Nuisance,LS12 3,2-736447533,Tenancy Breach
22-Oct-14,Noise Nuisance,LS9 6,2-736461318,LASBT Private
22-Oct-14,Noise Nuisance,WF3 2,2-736512480,Tenancy Breach
22-Oct-14,Noise Nuisance,LS10 4,2-736311311,LASBT Private
22-Oct-14,Noise Nuisance,LS27 8,2-736334382,LASBT Private
22-Oct-14,Noise Nuisance,LS27 0,2-736353576,LASBT Private
22-Oct-14,Noise Nuisance,LS9 8,2-736373924,LASBT ALMO
22-Oct-14,Noise Nuisance,LS14 1,2-736374259,LASBT ALMO
22-Oct-14,Noise Nuisance,LS9 0,2-736374399,LASBT ALMO
22-Oct-14,Noise Nuisance,LS17 6,2-736396850,Tenancy Breach
22-Oct-14,Noise Nuisance,LS7 4,2-736405313,Tenancy Breach
22-Oct-14,Noise Nuisance,LS8 5,2-736418641,LASBT Private
22-Oct-14,Noise Nuisance,LS6 2,2-736439033,LASBT Private
22-Oct-14,Noise Nuisance,LS12 1,2-736430548,LASBT Private
22-Oct-14,Noise Nuisance,LS12 3,2-736447533,Tenancy Breach
22-Oct-14,Noise Nuisance,LS9 6,2-736461318,LASBT Private
22-Oct-14,Noise Nuisance,WF3 2,2-736512480,Tenancy Breach
23-Oct-14,Noise Nuisance,LS8 3,2-736544169,Tenancy Breach
23-Oct-14,Noise Nuisance,LS14 2,2-736585086,LASBT ALMO
23-Oct-14,Noise Nuisance,LS8 1,2-736598903,Tenancy Breach
23-Oct-14,Noise Nuisance,LS13 3,2-736571449,LASBT ALMO
23-Oct-14,Noise Nuisance,LS9 9,2-736599242,LASBT Private
23-Oct-14,Noise Nuisance,LS6 2,2-736634273,LASBT Private
23-Oct-14,Noise Nuisance,LS17 7,2-736651957,Tenancy Breach
23-Oct-14,Noise Nuisance,LS12 1,2-736662775,LASBT ALMO
23-Oct-14,Noise Nuisance,LS6 1,2-736663637,LASBT Private
23-Oct-14,Noise Nuisance,LS9 9,2-736665579,LASBT Private
23-Oct-14,Noise Nuisance,LS4 2,2-736671861,LASBT ALMO
23-Oct-14,Noise Nuisance,NFA,2-736696965,LASBT ALMO
23-Oct-14,Noise Nuisance,LS6 1,2-736712292,LASBT Private
23-Oct-14,Noise Nuisance,LS12 5,2-736712359,LASBT ALMO
23-Oct-14,Noise Nuisance,LS9 6,2-736757667,LASBT Private
23-Oct-14,Noise Nuisance,LS23 6,2-736776601,Tenancy Breach
23-Oct-14,Noise Nuisance,LS15 4,2-736771570,LASBT Private
23-Oct-14,Noise Nuisance,LS8 3,2-736544169,Tenancy Breach
23-Oct-14,Noise Nuisance,LS14 2,2-736585086,LASBT ALMO
23-Oct-14,Noise Nuisance,LS8 1,2-736598903,Tenancy Breach
23-Oct-14,Noise Nuisance,LS13 2,2-736571449,LASBT ALMO
23-Oct-14,Noise Nuisance,LS9 9,2-736599242,LASBT Private
23-Oct-14,Noise Nuisance,LS6 2,2-736634273,LASBT Private
23-Oct-14,Noise Nuisance,LS17 7,2-736651957,Tenancy Breach
23-Oct-14,Noise Nuisance,LS12 1,2-736662775,LASBT ALMO
23-Oct-14,Noise Nuisance,LS6 1,2-736663637,LASBT Private
23-Oct-14,Noise Nuisance,LS9 9,2-736665579,LASBT Private
23-Oct-14,Noise Nuisance,LS4 2,2-736671861,LASBT ALMO
23-Oct-14,Noise Nuisance,NFA,2-736696965,LASBT ALMO
23-Oct-14,Noise Nuisance,LS6 1,2-736712292,LASBT Private
23-Oct-14,Noise Nuisance,LS12 5,2-736712359,LASBT ALMO
23-Oct-14,Noise Nuisance,LS9 6,2-736757667,LASBT Private
23-Oct-14,Noise Nuisance,LS23 6,2-736776601,Tenancy Breach
23-Oct-14,Noise Nuisance,LS15 4,2-736771570,LASBT Private
24-Oct-14,Noise Nuisance,LS13 4,2-736797055,Tenancy Breach
24-Oct-14,Noise Nuisance,LS12 4,2-736838033,LASBT Private
24-Oct-14,Noise Nuisance,LS6 1,2-736836104,LASBT Private
24-Oct-14,Noise Nuisance,LS7 2,2-736843189,Tenancy Breach
24-Oct-14,Noise Nuisance,LS16 6,2-736851169,Tenancy Breach
24-Oct-14,Noise Nuisance,LS7 2,2-736861348,LASBT ALMO
24-Oct-14,Noise Nuisance,LS7 2,2-736892888,LASBT ALMO
24-Oct-14,Noise Nuisance,LS15 4,2-736900108,LASBT Private
24-Oct-14,Noise Nuisance,LS7 1,2-736912278,Tenancy Breach
24-Oct-14,Noise Nuisance,LS6 1,2-736954261,LASBT Private
24-Oct-14,Noise Nuisance,LS6 3,2-736954581,LASBT Private
24-Oct-14,Noise Nuisance,LS6 2,2-736986766,LASBT Private
24-Oct-14,Noise Nuisance,LS15 7,2-736997789,LASBT Private
24-Oct-14,Noise Nuisance,LS16 7,2-736985501,LASBT Private
24-Oct-14,Noise Nuisance,LS6 3,2-736987700,LASBT Private
24-Oct-14,Noise Nuisance,LS13 4,2-736797055,Tenancy Breach
24-Oct-14,Noise Nuisance,LS12 4,2-736838033,LASBT Private
24-Oct-14,Noise Nuisance,LS6 1,2-736836104,LASBT Private
24-Oct-14,Noise Nuisance,LS7 2,2-736843189,Tenancy Breach
24-Oct-14,Noise Nuisance,LS16 6,2-736851169,Tenancy Breach
24-Oct-14,Noise Nuisance,LS7 2,2-736861348,LASBT ALMO
24-Oct-14,Noise Nuisance,LS7 2,2-736892888,LASBT ALMO
24-Oct-14,Noise Nuisance,LS15 4,2-736900108,LASBT Private
24-Oct-14,Noise Nuisance,LS7 1,2-736912278,Tenancy Breach
24-Oct-14,Noise Nuisance,LS6 1,2-736954261,LASBT Private
24-Oct-14,Noise Nuisance,LS6 3,2-736954581,LASBT Private
24-Oct-14,Noise Nuisance,LS6 2,2-736986766,LASBT Private
24-Oct-14,Noise Nuisance,LS15 7,2-736997789,LASBT Private
24-Oct-14,Noise Nuisance,LS16 7,2-736985385,Tenancy Breach
24-Oct-14,Noise Nuisance,LS16 7,2-736985501,LASBT Private
24-Oct-14,Noise Nuisance,LS6 3,2-736987700,LASBT Private
27-Oct-14,Noise Nuisance,LS6 3,2-737111328,LASBT Private
27-Oct-14,Noise Nuisance,LS6 1,2-737123196,LASBT Private
27-Oct-14,Noise Nuisance,LS27 8,2-737136220,Tenancy Breach
27-Oct-14,Noise Nuisance,LS4 2,2-737144804,LASBT Private
27-Oct-14,Noise Nuisance,LS14 6,2-737135553,Tenancy Breach
27-Oct-14,Noise Nuisance,LS4 2,2-737145151,LASBT Private
27-Oct-14,Noise Nuisance,LS6 1,2-737145218,LASBT Private
27-Oct-14,Noise Nuisance,LS6 3,2-737145615,LASBT Private
27-Oct-14,Noise Nuisance,LS6 1,2-737197939,LASBT Private
27-Oct-14,Noise Nuisance,LS4 2,2-737196817,LASBT Private
27-Oct-14,Noise Nuisance,LS17 5,2-737189328,Tenancy Breach
27-Oct-14,Noise Nuisance,LS3 1,2-737190276,LASBT Private
27-Oct-14,Noise Nuisance,LS6 2,2-737198690,LASBT Private
27-Oct-14,Noise Nuisance,LS6 3,2-737213834,LASBT Private
27-Oct-14,Noise Nuisance,LS6 2,2-737214171,LASBT ALMO
27-Oct-14,Noise Nuisance,LS17 5,2-737202799,Tenancy Breach
27-Oct-14,Noise Nuisance,LS6 1,2-737214356,LASBT Private
27-Oct-14,Noise Nuisance,LS17 5,2-737214539,LASBT Private
27-Oct-14,Noise Nuisance,LS9 6,2-737222284,LASBT ALMO
27-Oct-14,Noise Nuisance,LS4 2,2-737234215,LASBT Private
27-Oct-14,Noise Nuisance,LS4 2,2-737252944,LASBT Private
27-Oct-14,Noise Nuisance,LS4 2,2-737253247,LASBT Private
27-Oct-14,Noise Nuisance,LS12 3,2-737250271,Tenancy Breach
27-Oct-14,Noise Nuisance,LS17 6,2-737243463,LASBT Private
27-Oct-14,Noise Nuisance,LS28 8,2-737275158,LASBT Private
27-Oct-14,Noise Nuisance,WF10 2,2-737254753,LASBT Private
27-Oct-14,Noise Nuisance,LS18 5,2-737222385,Tenancy Breach
27-Oct-14,Noise Nuisance,LS9 6,2-737291850,LASBT Private
27-Oct-14,Noise Nuisance,LS13 2,2-737293934,LASBT Private
27-Oct-14,Noise Nuisance,LS10 4,2-737289156,Tenancy Breach
27-Oct-14,Noise Nuisance,LS9 8,2-737292031,LASBT Private
27-Oct-14,Noise Nuisance,NFA,2-737287386,LASBT ALMO
27-Oct-14,Noise Nuisance,LS12 1,2-737294613,LASBT Private
27-Oct-14,Noise Nuisance,LS12 1,2-737316847,LASBT Private
27-Oct-14,Noise Nuisance,LS4 2,2-737317325,LASBT Private
27-Oct-14,Noise Nuisance,LS4 2,2-737317410,LASBT Private
27-Oct-14,Noise Nuisance,LS13 4,2-737317693,LASBT Private
27-Oct-14,Noise Nuisance,LS19 7,2-737328836,Tenancy Breach
27-Oct-14,Noise Nuisance,LS6 4,2-737329895,LASBT Private
27-Oct-14,Noise Nuisance,LS14 1,2-737329376,LASBT ALMO
27-Oct-14,Noise Nuisance,LS13 2,2-737330335,LASBT ALMO
27-Oct-14,Noise Nuisance,WF3 3,2-737361927,LASBT Private
27-Oct-14,Noise Nuisance,LS6 3,2-737111328,LASBT Private
27-Oct-14,Noise Nuisance,LS6 1,2-737123196,LASBT Private
27-Oct-14,Noise Nuisance,LS27 8,2-737136220,Tenancy Breach
27-Oct-14,Noise Nuisance,LS4 2,2-737144804,LASBT Private
27-Oct-14,Noise Nuisance,LS14 6,2-737135553,Tenancy Breach
27-Oct-14,Noise Nuisance,LS4 2,2-737145151,LASBT Private
27-Oct-14,Noise Nuisance,LS14 6,2-737141373,LASBT ALMO
27-Oct-14,Noise Nuisance,LS6 1,2-737145218,LASBT Private
27-Oct-14,Noise Nuisance,LS6 3,2-737145615,LASBT Private
27-Oct-14,Noise Nuisance,LS6 1,2-737197939,LASBT Private
27-Oct-14,Noise Nuisance,LS4 2,2-737196817,LASBT Private
27-Oct-14,Noise Nuisance,LS17 5,2-737189328,Tenancy Breach
27-Oct-14,Noise Nuisance,LS3 1,2-737190276,LASBT Private
27-Oct-14,Noise Nuisance,LS6 2,2-737198690,LASBT Private
27-Oct-14,Noise Nuisance,LS6 3,2-737213834,LASBT Private
27-Oct-14,Noise Nuisance,LS6 2,2-737214171,LASBT ALMO
27-Oct-14,Noise Nuisance,LS17 5,2-737202799,Tenancy Breach
27-Oct-14,Noise Nuisance,LS6 1,2-737214356,LASBT Private
27-Oct-14,Noise Nuisance,LS17 5,2-737214539,LASBT Private
27-Oct-14,Noise Nuisance,LS9 6,2-737222284,LASBT ALMO
27-Oct-14,Noise Nuisance,LS4 2,2-737234215,LASBT Private
27-Oct-14,Noise Nuisance,LS4 2,2-737252944,LASBT Private
27-Oct-14,Noise Nuisance,LS4 2,2-737253247,LASBT Private
27-Oct-14,Noise Nuisance,LS12 3,2-737250271,Tenancy Breach
27-Oct-14,Noise Nuisance,LS17 6,2-737243463,LASBT Private
27-Oct-14,Noise Nuisance,LS28 8,2-737275158,LASBT Private
27-Oct-14,Noise Nuisance,WF10 2,2-737254753,LASBT Private
27-Oct-14,Noise Nuisance,LS18 5,2-737222385,Tenancy Breach
27-Oct-14,Noise Nuisance,LS1 1,2-737287212,LASBT Private
27-Oct-14,Noise Nuisance,LS9 6,2-737291850,LASBT Private
27-Oct-14,Noise Nuisance,LS13 2,2-737293934,LASBT Private
27-Oct-14,Noise Nuisance,LS10 4,2-737289156,Tenancy Breach
27-Oct-14,Noise Nuisance,LS9 8,2-737292031,LASBT Private
27-Oct-14,Noise Nuisance,LS1 1,2-737287386,LASBT ALMO
27-Oct-14,Noise Nuisance,LS12 1,2-737294613,LASBT Private
27-Oct-14,Noise Nuisance,LS12 1,2-737316847,LASBT Private
27-Oct-14,Noise Nuisance,LS9 6,2-737308496,LASBT ALMO
27-Oct-14,Noise Nuisance,LS4 2,2-737317325,LASBT Private
27-Oct-14,Noise Nuisance,LS4 2,2-737317410,LASBT Private
27-Oct-14,Noise Nuisance,LS13 4,2-737317693,LASBT Private
27-Oct-14,Noise Nuisance,LS19 7,2-737328836,Tenancy Breach
27-Oct-14,Noise Nuisance,LS6 4,2-737329895,LASBT Private
